b (mm),h (mm),r0 (mm),t (mm),R (%),fy (MPa),fc (MPa),L (mm),e1 (mm),e2 (mm),Nexp (kN),r0/h,b/t,Ac (mm^2),As (mm^2),Re (mm),te (mm),ke,xi,sigma_re (MPa),lambda,lambda_bar,e/h,e1/e2,e_bar
278,140,70,6,0,421.5,49.83,500,0,0,3510.21,0.5,46.33333333,30531.96351,5418.159507,98.58309099,8.390174665,0.80715292,1.501079671,28.95489353,13.35202565,0.167268118,0,0,0
278,140,70,6,0,421.5,49.83,500,41.7,41.7,2726.22,0.5,46.33333333,30531.96351,5418.159507,98.58309099,8.390174665,0.80715292,1.501079671,28.95489353,13.35202565,0.167268118,0.297857143,1,2.081557452
278,140,70,6,0,421.5,49.83,500,83.4,83.4,1789.54,0.5,46.33333333,30531.96351,5418.159507,98.58309099,8.390174665,0.80715292,1.501079671,28.95489353,13.35202565,0.167268118,0.595714286,1,4.163114905
278,140,70,6,0,421.5,49.83,500,125.1,125.1,1291.24,0.5,46.33333333,30531.96351,5418.159507,98.58309099,8.390174665,0.80715292,1.501079671,28.95489353,13.35202565,0.167268118,0.893571429,1,6.244672357
278,140,70,6,0,421.5,49.83,500,14,14,2668.73,0.5,46.33333333,30531.96351,5418.159507,98.58309099,8.390174665,0.80715292,1.501079671,28.95489353,13.35202565,0.167268118,0.1,1,0.698844229
278,140,70,6,0,421.5,49.83,500,42,42,1703.81,0.5,46.33333333,30531.96351,5418.159507,98.58309099,8.390174665,0.80715292,1.501079671,28.95489353,13.35202565,0.167268118,0.3,1,2.096532686
278,140,70,6,0,421.5,49.83,500,77,77,1098.67,0.5,46.33333333,30531.96351,5418.159507,98.58309099,8.390174665,0.80715292,1.501079671,28.95489353,13.35202565,0.167268118,0.55,1,3.843643257
278,140,70,6,0,421.5,49.83,500,41.7,41.7,2513.35,0.5,46.33333333,30531.96351,5418.159507,98.58309099,8.390174665,0.80715292,1.501079671,28.95489353,13.35202565,0.167268118,0.297857143,1,2.081557452
278,140,70,6,0,421.5,31.61,500,41.7,41.7,2457.92,0.5,46.33333333,30531.96351,5418.159507,98.58309099,8.390174665,0.80715292,2.366301803,28.95489353,13.35202565,0.158063787,0.297857143,1,2.081557452
195,104,52,2.98,0,246.6,51.43,1080,0,0,1140,0.5,65.43624161,16470.76274,1969.411404,72.40722763,4.20667276,0.819444913,0.573322895,11.74004187,38.81972538,0.452246019,0,0,0
195,104,52,2.98,0,246.6,51.43,1080,0,0,1061.9,0.5,65.43624161,16470.76274,1969.411404,72.40722763,4.20667276,0.819444913,0.573322895,11.74004187,38.81972538,0.452246019,0,0,0
195,106,53,2.98,0,246.6,51.43,1080,40,40,703.7,0.5,65.43624161,16763.82608,1986.447512,73.04855625,4.206847779,0.822960861,0.568172874,11.68738672,38.14523526,0.445962096,0.377358491,1,2.644654512
195,103,51.5,2.98,0,246.6,51.43,1080,40,40,689.5,0.5,65.43624161,16323.58727,1960.89335,72.08300219,4.206780507,0.817693667,0.575989964,11.76794671,39.16698545,0.455471139,0.388349515,1,2.709318127
195,105,52.5,2.98,0,246.6,51.43,1080,80,80,465.1,0.5,65.43624161,16617.50901,1977.929458,72.72906848,4.206696303,0.821200639,0.570717808,11.71319802,38.47920518,0.449076832,0.761904762,1,5.331555873
195,103,51.5,2.98,0,246.6,51.43,1080,80,80,461.1,0.5,65.43624161,16323.58727,1960.89335,72.08300219,4.206780507,0.817693667,0.575989964,11.76794671,39.16698545,0.455471139,0.776699029,1,5.418636254
195,105,52.5,2.98,0,246.6,51.43,2080,0,0,960,0.5,65.43624161,16617.50901,1977.929458,72.72906848,4.206696303,0.821200639,0.570717808,11.71319802,74.10809886,0.864888714,0,0,0
196,105,52.5,2.98,0,246.6,51.43,2080,0,0,982.1,0.5,65.77181208,16716.54901,1983.889458,72.94547836,4.207191333,0.820285076,0.569046022,11.66680043,74.07352852,0.864349513,0,0,0
195,103,51.5,2.98,0,246.6,51.43,2080,40,40,564.7,0.5,65.43624161,16323.58727,1960.89335,72.08300219,4.206780507,0.817693667,0.575989964,11.76794671,75.43271272,0.877203675,0.388349515,1,2.709318127
195,103,51.5,2.98,0,246.6,51.43,2080,40,40,549.4,0.5,65.43624161,16323.58727,1960.89335,72.08300219,4.206780507,0.817693667,0.575989964,11.76794671,75.43271272,0.877203675,0.388349515,1,2.709318127
195,105,52.5,2.98,0,246.6,51.43,2080,80,80,370.9,0.5,65.43624161,16617.50901,1977.929458,72.72906848,4.206696303,0.821200639,0.570717808,11.71319802,74.10809886,0.864888714,0.761904762,1,5.331555873
196,102,51,2.98,0,246.6,51.43,2080,80,80,383.4,0.5,65.77181208,16272.02259,1958.335296,71.96906042,4.207728322,0.815065809,0.577061448,11.75134579,76.08061102,0.882987149,0.784313725,1,5.45860259
159,159,79.5,4.7,0,397.6,110.0141539,1327.5,63.6,63.6,1141.8,0.5,33.82978723,17577.33656,3435.005592,74.8,6.982860301,1,0.706272331,37.11744994,34.35520653,0.526503196,0.4,1,3.386416038
159,159,79.5,4.7,0,397.6,110.0141539,1327.5,63.6,63.6,983.3,0.5,33.82978723,17577.33656,3435.005592,74.8,6.982860301,1,0.706272331,37.11744994,34.35520653,0.526503196,0.4,1,3.386416038
159,159,79.5,4.7,0,397.6,110.0141539,1327.5,63.6,31.8,1343.8,0.5,33.82978723,17577.33656,3435.005592,74.8,6.982860301,1,0.706272331,37.11744994,34.35520653,0.526503196,0.4,2,3.386416038
159,159,79.5,4.7,0,397.6,110.0141539,1327.5,63.6,31.8,1301.9,0.5,33.82978723,17577.33656,3435.005592,74.8,6.982860301,1,0.706272331,37.11744994,34.35520653,0.526503196,0.4,2,3.386416038
159,159,79.5,4.7,0,397.6,110.0141539,1327.5,63.6,0,1374.7,0.5,33.82978723,17577.33656,3435.005592,74.8,6.982860301,1,0.706272331,37.11744994,34.35520653,0.526503196,0.4,0,3.386416038
159,159,79.5,4.7,0,397.6,110.0141539,1327.5,63.6,0,1427.6,0.5,33.82978723,17577.33656,3435.005592,74.8,6.982860301,1,0.706272331,37.11744994,34.35520653,0.526503196,0.4,0,3.386416038
159,159,79.5,4.7,0,397.6,110.0141539,1327.5,63.6,-31.8,1392,0.5,33.82978723,17577.33656,3435.005592,74.8,6.982860301,1,0.706272331,37.11744994,34.35520653,0.526503196,0.4,-2,3.386416038
159,159,79.5,4.7,0,397.6,110.0141539,1327.5,63.6,-31.8,1405.5,0.5,33.82978723,17577.33656,3435.005592,74.8,6.982860301,1,0.706272331,37.11744994,34.35520653,0.526503196,0.4,-2,3.386416038
159,159,79.5,4.7,0,397.6,110.0141539,1327.5,63.6,-63.6,1427.5,0.5,33.82978723,17577.33656,3435.005592,74.8,6.982860301,1,0.706272331,37.11744994,34.35520653,0.526503196,0.4,-1,3.386416038
159,159,79.5,4.7,0,397.6,110.0141539,1327.5,63.6,-63.6,1379.4,0.5,33.82978723,17577.33656,3435.005592,74.8,6.982860301,1,0.706272331,37.11744994,34.35520653,0.526503196,0.4,-1,3.386416038
159,159,79.5,4.7,0,397.6,110.0141539,1327.5,127.2,0,863,0.5,33.82978723,17577.33656,3435.005592,74.8,6.982860301,1,0.706272331,37.11744994,34.35520653,0.526503196,0.8,0,6.772832076
159,159,79.5,4.7,0,397.6,110.0141539,1327.5,127.2,0,740.5,0.5,33.82978723,17577.33656,3435.005592,74.8,6.982860301,1,0.706272331,37.11744994,34.35520653,0.526503196,0.8,0,6.772832076
159,159,79.5,4.7,0,397.6,110.0141539,612,63.6,0,1718.4,0.5,33.82978723,17577.33656,3435.005592,74.8,6.982860301,1,0.706272331,37.11744994,15.8383325,0.242726897,0.4,0,3.386416038
159,159,79.5,4.7,0,397.6,110.0141539,612,63.6,0,1703.4,0.5,33.82978723,17577.33656,3435.005592,74.8,6.982860301,1,0.706272331,37.11744994,15.8383325,0.242726897,0.4,0,3.386416038
159,159,79.5,4.7,0,397.6,110.0141539,2043,63.6,0,1265.2,0.5,33.82978723,17577.33656,3435.005592,74.8,6.982860301,1,0.706272331,37.11744994,52.87208056,0.810279495,0.4,0,3.386416038
159,159,79.5,4.7,0,397.6,110.0141539,2043,63.6,0,1187.3,0.5,33.82978723,17577.33656,3435.005592,74.8,6.982860301,1,0.706272331,37.11744994,52.87208056,0.810279495,0.4,0,3.386416038
159,159,79.5,4.7,0,397.6,110.0141539,612,63.6,-63.6,1930,0.5,33.82978723,17577.33656,3435.005592,74.8,6.982860301,1,0.706272331,37.11744994,15.8383325,0.242726897,0.4,-1,3.386416038
159,159,79.5,4.7,0,397.6,110.0141539,612,63.6,-63.6,1868.3,0.5,33.82978723,17577.33656,3435.005592,74.8,6.982860301,1,0.706272331,37.11744994,15.8383325,0.242726897,0.4,-1,3.386416038
159,159,79.5,4.7,0,397.6,110.0141539,2043,63.6,-63.6,1197.1,0.5,33.82978723,17577.33656,3435.005592,74.8,6.982860301,1,0.706272331,37.11744994,52.87208056,0.810279495,0.4,-1,3.386416038
165,165,82.5,2.5,0,269.5,23.3794166,1800,40,0,643.7,0.5,66,20106.19298,1948.727984,80,3.787226848,1,1.117239997,12.75822045,44.3172109,0.500042348,0.242424242,0,2.000385833
165,165,82.5,2.5,0,269.5,23.3794166,1800,40,20,604.3,0.5,66,20106.19298,1948.727984,80,3.787226848,1,1.117239997,12.75822045,44.3172109,0.500042348,0.242424242,2,2.000385833
165,165,82.5,2.5,0,269.5,23.3794166,1800,40,-20,767.7,0.5,66,20106.19298,1948.727984,80,3.787226848,1,1.117239997,12.75822045,44.3172109,0.500042348,0.242424242,-2,2.000385833
165,165,82.5,2.5,0,269.5,23.3794166,1800,40,20,614,0.5,66,20106.19298,1948.727984,80,3.787226848,1,1.117239997,12.75822045,44.3172109,0.500042348,0.242424242,2,2.000385833
206,206,103,3,0,269.5,23.3794166,3200,50,0,992.3,0.5,68.66666667,31415.92654,2922.770074,100,4.548297976,1,1.072432283,12.25766304,63.06995071,0.713580046,0.242718447,0,2.000563107
206,206,103,3,0,269.5,23.3794166,3200,50,-25,1143.3,0.5,68.66666667,31415.92654,2922.770074,100,4.548297976,1,1.072432283,12.25766304,63.06995071,0.713580046,0.242718447,-2,2.000563107
206,206,103,3,0,269.5,23.3794166,3200,50,25,855.8,0.5,68.66666667,31415.92654,2922.770074,100,4.548297976,1,1.072432283,12.25766304,63.06995071,0.713580046,0.242718447,2,2.000563107
206,206,103,3,0,269.5,23.3794166,3200,50,50,784,0.5,68.66666667,31415.92654,2922.770074,100,4.548297976,1,1.072432283,12.25766304,63.06995071,0.713580046,0.242718447,1,2.000563107
108,108,54,4.5,0,318.696,51.3155803,2710.125,99,49.5,154.84,0.5,24,7697.687399,2181.803222,49.5,6.577977274,1,1.760283736,42.35101102,104.2375365,1.274378767,0.916666667,2,7.908581364
108,108,54,4.5,0,318.696,51.3155803,2710.125,99,0,171.5,0.5,24,7697.687399,2181.803222,49.5,6.577977274,1,1.760283736,42.35101102,104.2375365,1.274378767,0.916666667,0,7.908581364
108,108,54,4.5,0,318.696,51.3155803,2710.125,99,-49.5,222.46,0.5,24,7697.687399,2181.803222,49.5,6.577977274,1,1.760283736,42.35101102,104.2375365,1.274378767,0.916666667,-2,7.908581364
108,108,54,4.5,0,318.696,51.3155803,2179.98,99,49.5,168.56,0.5,24,7697.687399,2181.803222,49.5,6.577977274,1,1.760283736,42.35101102,83.84696084,1.025089332,0.916666667,2,7.908581364
108,108,54,4.5,0,318.696,51.3155803,2179.98,99,0,203.84,0.5,24,7697.687399,2181.803222,49.5,6.577977274,1,1.760283736,42.35101102,83.84696084,1.025089332,0.916666667,0,7.908581364
108,108,54,4.5,0,318.696,51.3155803,2179.98,99,-49.5,219.52,0.5,24,7697.687399,2181.803222,49.5,6.577977274,1,1.760283736,42.35101102,83.84696084,1.025089332,0.916666667,-2,7.908581364
108,108,54,4.5,0,318.696,51.3155803,2179.98,74.25,37.125,224.42,0.5,24,7697.687399,2181.803222,49.5,6.577977274,1,1.760283736,42.35101102,83.84696084,1.025089332,0.6875,2,5.931436023
108,108,54,4.5,0,318.696,51.3155803,2179.98,74.25,0,254.8,0.5,24,7697.687399,2181.803222,49.5,6.577977274,1,1.760283736,42.35101102,83.84696084,1.025089332,0.6875,0,5.931436023
108,108,54,4.5,0,318.696,51.3155803,2179.98,74.25,-37.125,277.34,0.5,24,7697.687399,2181.803222,49.5,6.577977274,1,1.760283736,42.35101102,83.84696084,1.025089332,0.6875,-2,5.931436023
108,108,54,4.5,0,318.696,51.3155803,2179.98,49.5,24.75,257.74,0.5,24,7697.687399,2181.803222,49.5,6.577977274,1,1.760283736,42.35101102,83.84696084,1.025089332,0.458333333,2,3.954290682
108,108,54,4.5,0,318.696,51.3155803,2179.98,49.5,0,311.64,0.5,24,7697.687399,2181.803222,49.5,6.577977274,1,1.760283736,42.35101102,83.84696084,1.025089332,0.458333333,0,3.954290682
108,108,54,4.5,0,318.696,51.3155803,2179.98,49.5,-24.75,344.96,0.5,24,7697.687399,2181.803222,49.5,6.577977274,1,1.760283736,42.35101102,83.84696084,1.025089332,0.458333333,-2,3.954290682
108,108,54,4.5,0,318.696,51.3155803,2179.98,39.6,19.8,295.96,0.5,24,7697.687399,2181.803222,49.5,6.577977274,1,1.760283736,42.35101102,83.84696084,1.025089332,0.366666667,2,3.163432546
108,108,54,4.5,0,318.696,51.3155803,2179.98,39.6,0,352.8,0.5,24,7697.687399,2181.803222,49.5,6.577977274,1,1.760283736,42.35101102,83.84696084,1.025089332,0.366666667,0,3.163432546
108,108,54,4.5,0,318.696,51.3155803,2179.98,39.6,-19.8,397.88,0.5,24,7697.687399,2181.803222,49.5,6.577977274,1,1.760283736,42.35101102,83.84696084,1.025089332,0.366666667,-2,3.163432546
108,108,54,4.5,0,318.696,51.3155803,1639.935,99,49.5,203.84,0.5,24,7697.687399,2181.803222,49.5,6.577977274,1,1.760283736,42.35101102,63.07560882,0.771144631,0.916666667,2,7.908581364
108,108,54,4.5,0,318.696,51.3155803,1639.935,99,0,213.64,0.5,24,7697.687399,2181.803222,49.5,6.577977274,1,1.760283736,42.35101102,63.07560882,0.771144631,0.916666667,0,7.908581364
108,108,54,4.5,0,318.696,51.3155803,1639.935,99,-49.5,226.38,0.5,24,7697.687399,2181.803222,49.5,6.577977274,1,1.760283736,42.35101102,63.07560882,0.771144631,0.916666667,-2,7.908581364
108,108,54,4.5,0,318.696,51.3155803,1639.935,74.25,37.125,243.04,0.5,24,7697.687399,2181.803222,49.5,6.577977274,1,1.760283736,42.35101102,63.07560882,0.771144631,0.6875,2,5.931436023
108,108,54,4.5,0,318.696,51.3155803,1639.935,74.25,0,290.08,0.5,24,7697.687399,2181.803222,49.5,6.577977274,1,1.760283736,42.35101102,63.07560882,0.771144631,0.6875,0,5.931436023
108,108,54,4.5,0,318.696,51.3155803,1639.935,74.25,-37.125,295.96,0.5,24,7697.687399,2181.803222,49.5,6.577977274,1,1.760283736,42.35101102,63.07560882,0.771144631,0.6875,-2,5.931436023
108,108,54,4.5,0,318.696,51.3155803,1639.935,49.5,24.75,321.44,0.5,24,7697.687399,2181.803222,49.5,6.577977274,1,1.760283736,42.35101102,63.07560882,0.771144631,0.458333333,2,3.954290682
108,108,54,4.5,0,318.696,51.3155803,1639.935,49.5,0,372.4,0.5,24,7697.687399,2181.803222,49.5,6.577977274,1,1.760283736,42.35101102,63.07560882,0.771144631,0.458333333,0,3.954290682
108,108,54,4.5,0,318.696,51.3155803,1639.935,49.5,-24.75,399.84,0.5,24,7697.687399,2181.803222,49.5,6.577977274,1,1.760283736,42.35101102,63.07560882,0.771144631,0.458333333,-2,3.954290682
108,108,54,4.5,0,318.696,51.3155803,1639.935,39.6,19.8,378.28,0.5,24,7697.687399,2181.803222,49.5,6.577977274,1,1.760283736,42.35101102,63.07560882,0.771144631,0.366666667,2,3.163432546
108,108,54,4.5,0,318.696,51.3155803,1639.935,39.6,0,450.8,0.5,24,7697.687399,2181.803222,49.5,6.577977274,1,1.760283736,42.35101102,63.07560882,0.771144631,0.366666667,0,3.163432546
108,108,54,4.5,0,318.696,51.3155803,1639.935,39.6,-19.8,456.68,0.5,24,7697.687399,2181.803222,49.5,6.577977274,1,1.760283736,42.35101102,63.07560882,0.771144631,0.366666667,-2,3.163432546
166,166,83,5,0,313.6,43.36830845,870,20,0,1470,0.5,33.2,19113.4497,3811.017914,78,7.42297512,1,1.441801533,29.84416664,21.57584217,0.263860376,0.120481928,0,1.020951463
166,166,83,5,0,313.6,43.36830845,870,20,0,1519,0.5,33.2,19113.4497,3811.017914,78,7.42297512,1,1.441801533,29.84416664,21.57584217,0.263860376,0.120481928,0,1.020951463
166,166,83,5,0,313.6,43.36830845,870,40,0,1240,0.5,33.2,19113.4497,3811.017914,78,7.42297512,1,1.441801533,29.84416664,21.57584217,0.263860376,0.240963855,0,2.041902926
166,166,83,5,0,313.6,43.36830845,870,40,0,1245,0.5,33.2,19113.4497,3811.017914,78,7.42297512,1,1.441801533,29.84416664,21.57584217,0.263860376,0.240963855,0,2.041902926
166,166,83,5,0,313.6,43.36830845,870,100,0,707,0.5,33.2,19113.4497,3811.017914,78,7.42297512,1,1.441801533,29.84416664,21.57584217,0.263860376,0.602409639,0,5.104757316
166,166,83,5,0,313.6,43.36830845,870,100,0,637,0.5,33.2,19113.4497,3811.017914,78,7.42297512,1,1.441801533,29.84416664,21.57584217,0.263860376,0.602409639,0,5.104757316
166,166,83,5,0,297.9,43.36830845,1700,20,0,1465,0.5,33.2,19113.4497,3811.017914,78,7.42297512,1,1.369619505,28.35005498,42.1596916,0.507911413,0.120481928,0,1.020951463
166,166,83,5,0,297.9,43.36830845,1700,20,0,1431,0.5,33.2,19113.4497,3811.017914,78,7.42297512,1,1.369619505,28.35005498,42.1596916,0.507911413,0.120481928,0,1.020951463
166,166,83,5,0,297.9,43.36830845,1700,40,0,1093,0.5,33.2,19113.4497,3811.017914,78,7.42297512,1,1.369619505,28.35005498,42.1596916,0.507911413,0.240963855,0,2.041902926
166,166,83,5,0,297.9,43.36830845,1700,40,0,1147,0.5,33.2,19113.4497,3811.017914,78,7.42297512,1,1.369619505,28.35005498,42.1596916,0.507911413,0.240963855,0,2.041902926
166,166,83,5,0,297.9,43.36830845,1700,100,0,582,0.5,33.2,19113.4497,3811.017914,78,7.42297512,1,1.369619505,28.35005498,42.1596916,0.507911413,0.602409639,0,5.104757316
166,166,83,5,0,297.9,43.36830845,1700,100,0,568,0.5,33.2,19113.4497,3811.017914,78,7.42297512,1,1.369619505,28.35005498,42.1596916,0.507911413,0.602409639,0,5.104757316
166,166,83,5,0,277.3,43.36830845,2220,20,0,1225,0.5,33.2,19113.4497,3811.017914,78,7.42297512,1,1.274909328,26.38962822,55.05559726,0.649882381,0.120481928,0,1.020951463
166,166,83,5,0,277.3,43.36830845,2220,20,0,1156,0.5,33.2,19113.4497,3811.017914,78,7.42297512,1,1.274909328,26.38962822,55.05559726,0.649882381,0.120481928,0,1.020951463
166,166,83,5,0,277.3,43.36830845,2220,40,0,916,0.5,33.2,19113.4497,3811.017914,78,7.42297512,1,1.274909328,26.38962822,55.05559726,0.649882381,0.240963855,0,2.041902926
166,166,83,5,0,279.3,43.36830845,2220,40,0,896,0.5,33.2,19113.4497,3811.017914,78,7.42297512,1,1.28410449,26.57996091,55.05559726,0.651194466,0.240963855,0,2.041902926
166,166,83,5,0,279.3,43.36830845,2220,100,0,477,0.5,33.2,19113.4497,3811.017914,78,7.42297512,1,1.28410449,26.57996091,55.05559726,0.651194466,0.602409639,0,5.104757316
166,166,83,5,0,277.3,43.36830845,2220,100,0,515,0.5,33.2,19113.4497,3811.017914,78,7.42297512,1,1.274909328,26.38962822,55.05559726,0.649882381,0.602409639,0,5.104757316
166,166,83,5,0,285.2,28.18328928,3200,20,-20,1022,0.5,33.2,19113.4497,3811.017914,78,7.42297512,1,2.017714686,27.14144236,79.35941948,0.890921157,0.120481928,-1,1.020951463
166,166,83,5,0,289.1,28.18328928,3200,20,-20,1094,0.5,33.2,19113.4497,3811.017914,78,7.42297512,1,2.045306156,27.51259112,79.35941948,0.89498481,0.120481928,-1,1.020951463
166,166,83,5,0,285.2,28.18328928,2450,40,-20,860,0.5,33.2,19113.4497,3811.017914,78,7.42297512,1,2.017714686,27.14144236,60.75955554,0.682111511,0.240963855,-2,2.041902926
166,166,83,5,0,303.8,28.18328928,2450,40,-20,907,0.5,33.2,19113.4497,3811.017914,78,7.42297512,1,2.149304774,28.91153643,60.75955554,0.69682486,0.240963855,-2,2.041902926
166,166,83,5,0,290.1,43.36830845,1540,20,-20,1460,0.5,33.2,19113.4497,3811.017914,78,7.42297512,1,1.33375837,27.60775747,38.19172062,0.456613143,0.120481928,-1,1.020951463
166,166,83,5,0,290.1,43.36830845,1540,20,-20,1568,0.5,33.2,19113.4497,3811.017914,78,7.42297512,1,1.33375837,27.60775747,38.19172062,0.456613143,0.120481928,-1,1.020951463
166,166,83,5,0,290.1,43.36830845,1540,100,-100,657,0.5,33.2,19113.4497,3811.017914,78,7.42297512,1,1.33375837,27.60775747,38.19172062,0.456613143,0.602409639,-1,5.104757316
166,166,83,5,0,290.1,43.36830845,2200,60,-20,809,0.5,33.2,19113.4497,3811.017914,78,7.42297512,1,1.33375837,27.60775747,54.55960089,0.65230449,0.361445783,-3,3.06285439
166,166,83,5,0,290.1,43.36830845,2200,60,-20,882,0.5,33.2,19113.4497,3811.017914,78,7.42297512,1,1.33375837,27.60775747,54.55960089,0.65230449,0.361445783,-3,3.06285439
101.5,101.5,50.75,2.4,0,410,91.73794598,2175,50,50,157,0.5,42.29166667,7344.171832,1132.483603,48.35,3.594231892,1,0.68916615,30.47849174,87.73128539,1.337345383,0.492610837,1,4.128540157
101.5,101.5,50.75,2.4,0,410,91.73794598,2175,50,30,183,0.5,42.29166667,7344.171832,1132.483603,48.35,3.594231892,1,0.68916615,30.47849174,87.73128539,1.337345383,0.492610837,1.666666667,4.128540157
101.5,101.5,50.75,2.4,0,410,91.73794598,2175,50,20,196,0.5,42.29166667,7344.171832,1132.483603,48.35,3.594231892,1,0.68916615,30.47849174,87.73128539,1.337345383,0.492610837,2.5,4.128540157
101.5,101.5,50.75,2.4,0,410,91.73794598,2175,50,10,215,0.5,42.29166667,7344.171832,1132.483603,48.35,3.594231892,1,0.68916615,30.47849174,87.73128539,1.337345383,0.492610837,5,4.128540157
101.5,101.5,50.75,2.4,0,410,91.73794598,2175,50,0,237,0.5,42.29166667,7344.171832,1132.483603,48.35,3.594231892,1,0.68916615,30.47849174,87.73128539,1.337345383,0.492610837,0,4.128540157
101.5,101.5,50.75,2.4,0,410,91.73794598,2175,50,-10,256,0.5,42.29166667,7344.171832,1132.483603,48.35,3.594231892,1,0.68916615,30.47849174,87.73128539,1.337345383,0.492610837,-5,4.128540157
101.5,101.5,50.75,2.4,0,410,91.73794598,2175,50,-20,266,0.5,42.29166667,7344.171832,1132.483603,48.35,3.594231892,1,0.68916615,30.47849174,87.73128539,1.337345383,0.492610837,-2.5,4.128540157
101.5,101.5,50.75,2.4,0,410,91.73794598,2175,40,30,197,0.5,42.29166667,7344.171832,1132.483603,48.35,3.594231892,1,0.68916615,30.47849174,87.73128539,1.337345383,0.39408867,1.333333333,3.302832126
101.5,101.5,50.75,2.4,0,410,91.73794598,2175,40,10,243,0.5,42.29166667,7344.171832,1132.483603,48.35,3.594231892,1,0.68916615,30.47849174,87.73128539,1.337345383,0.39408867,4,3.302832126
101.5,101.5,50.75,2.4,0,410,91.73794598,2175,40,0,260,0.5,42.29166667,7344.171832,1132.483603,48.35,3.594231892,1,0.68916615,30.47849174,87.73128539,1.337345383,0.39408867,0,3.302832126
101.5,101.5,50.75,2.4,0,410,91.73794598,2175,40,-10,281,0.5,42.29166667,7344.171832,1132.483603,48.35,3.594231892,1,0.68916615,30.47849174,87.73128539,1.337345383,0.39408867,-4,3.302832126
101.5,101.5,50.75,2.4,0,410,91.73794598,2175,40,-20,331,0.5,42.29166667,7344.171832,1132.483603,48.35,3.594231892,1,0.68916615,30.47849174,87.73128539,1.337345383,0.39408867,-2,3.302832126
101.5,101.5,50.75,2.4,0,410,91.73794598,2175,30,20,244,0.5,42.29166667,7344.171832,1132.483603,48.35,3.594231892,1,0.68916615,30.47849174,87.73128539,1.337345383,0.295566502,1.5,2.477124094
101.5,101.5,50.75,2.4,0,410,91.73794598,2175,30,0,318,0.5,42.29166667,7344.171832,1132.483603,48.35,3.594231892,1,0.68916615,30.47849174,87.73128539,1.337345383,0.295566502,0,2.477124094
101.5,101.5,50.75,2.4,0,410,91.73794598,2175,30,-10,340,0.5,42.29166667,7344.171832,1132.483603,48.35,3.594231892,1,0.68916615,30.47849174,87.73128539,1.337345383,0.295566502,-3,2.477124094
101.5,101.5,50.75,2.4,0,410,91.73794598,2175,30,-20,384,0.5,42.29166667,7344.171832,1132.483603,48.35,3.594231892,1,0.68916615,30.47849174,87.73128539,1.337345383,0.295566502,-1.5,2.477124094
101.5,101.5,50.75,2.4,0,410,91.73794598,2175,20,20,382,0.5,42.29166667,7344.171832,1132.483603,48.35,3.594231892,1,0.68916615,30.47849174,87.73128539,1.337345383,0.197044335,1,1.651416063
101.5,101.5,50.75,2.4,0,410,91.73794598,2175,20,0,367,0.5,42.29166667,7344.171832,1132.483603,48.35,3.594231892,1,0.68916615,30.47849174,87.73128539,1.337345383,0.197044335,0,1.651416063
101.5,101.5,50.75,2.4,0,410,91.73794598,2175,20,-10,411,0.5,42.29166667,7344.171832,1132.483603,48.35,3.594231892,1,0.68916615,30.47849174,87.73128539,1.337345383,0.197044335,-2,1.651416063
101.5,101.5,50.75,2.4,0,410,91.73794598,2175,40,-30,344,0.5,42.29166667,7344.171832,1132.483603,48.35,3.594231892,1,0.68916615,30.47849174,87.73128539,1.337345383,0.39408867,-1.333333333,3.302832126
101.5,101.5,50.75,2.4,0,410,91.73794598,2175,40,-40,385,0.5,42.29166667,7344.171832,1132.483603,48.35,3.594231892,1,0.68916615,30.47849174,87.73128539,1.337345383,0.39408867,-1,3.302832126
101.5,101.5,50.75,2.4,0,410,91.73794598,2175,50,-30,303,0.5,42.29166667,7344.171832,1132.483603,48.35,3.594231892,1,0.68916615,30.47849174,87.73128539,1.337345383,0.492610837,-1.666666667,4.128540157
101.5,101.5,50.75,2.4,0,410,91.73794598,2175,50,-50,344,0.5,42.29166667,7344.171832,1132.483603,48.35,3.594231892,1,0.68916615,30.47849174,87.73128539,1.337345383,0.492610837,-1,4.128540157
160.2,160.2,80.1,5.13,0,276,100,2000,8,-8,1950,0.5,31.22807018,17657.32434,3759.639656,74.97,7.59652694,1,0.58766579,27.9664057,51.47531063,0.710791436,0.049937578,-1,0.424483158
160.3,160.3,80.15,5.09,0,270,102,2000,16,-16,1730,0.5,31.49312377,17699.74432,3734.601228,75.06,7.540024768,1,0.558522708,27.12239125,51.4319648,0.711716169,0.099812851,-1,0.848066189
159.9,159.9,79.95,5.09,0,269,102,2000,24,-24,1480,0.5,31.41453831,17605.54681,3724.70951,74.86,7.539220022,1,0.557949635,27.09123946,51.56394731,0.712769267,0.150093809,-1,1.275445865
159.8,159.8,79.9,5.06,0,268,100,2000,32,-32,1280,0.5,31.58102767,17596.14088,3701.642761,74.84,7.496474821,1,0.563782858,26.84467199,51.58918913,0.709867121,0.200250313,-1,1.701195283
165,165,82.5,4,0,382,45.98049645,1030,25,0,1530,0.5,41.25,19359.27933,3064.814331,78.5,5.985565045,1,1.315239037,29.12720824,25.57065403,0.339540621,0.151515152,0,1.27116867
165,165,82.5,4,0,382,45.98049645,1030,25,-25,1770,0.5,41.25,19359.27933,3064.814331,78.5,5.985565045,1,1.315239037,29.12720824,25.57065403,0.339540621,0.151515152,-1,1.27116867
